x-axis,1,2,3
second,Volt,Volt,Volt
+5.55000E-03,+1.53125000E+00,+2.04999995E+00,+1.43125010E+00
+5.56000E-03,+1.56250000E+00,+1.89374995E+00,+1.27500010E+00
+5.57000E-03,+1.65625000E+00,+1.70624995E+00,+1.21250010E+00
+5.58000E-03,+1.81250000E+00,+1.54999995E+00,+1.21250010E+00
+5.59000E-03,+1.96875000E+00,+1.48749995E+00,+1.18125010E+00
+5.60000E-03,+2.12500000E+00,+1.42499995E+00,+1.30625010E+00
+5.61000E-03,+2.31250000E+00,+1.39374995E+00,+1.46250010E+00
+5.62000E-03,+2.50000000E+00,+1.42499995E+00,+1.65000010E+00
+5.63000E-03,+2.71875000E+00,+1.51874995E+00,+1.86875010E+00
+5.64000E-03,+2.90625000E+00,+1.64374995E+00,+2.11875010E+00
+5.65000E-03,+3.06250000E+00,+1.83124995E+00,+2.36875010E+00
+5.66000E-03,+3.21875000E+00,+1.98749995E+00,+2.68125010E+00
+5.67000E-03,+3.28125000E+00,+2.20624995E+00,+2.90000010E+00
+5.68000E-03,+3.34375000E+00,+2.42499995E+00,+3.18125010E+00
+5.69000E-03,+3.28125000E+00,+2.67499995E+00,+3.36875010E+00
+5.70000E-03,+3.28125000E+00,+2.86249995E+00,+3.55625010E+00
+5.71000E-03,+3.18750000E+00,+3.08124995E+00,+3.65000010E+00
+5.72000E-03,+3.06250000E+00,+3.23749995E+00,+3.68125010E+00
+5.73000E-03,+2.90625000E+00,+3.39374995E+00,+3.68125010E+00
+5.74000E-03,+2.71875000E+00,+3.42499995E+00,+3.61875010E+00
+5.75000E-03,+2.53125000E+00,+3.45624995E+00,+3.49375010E+00
+5.76000E-03,+2.28125000E+00,+3.39374995E+00,+3.27500010E+00
+5.77000E-03,+2.09375000E+00,+3.36249995E+00,+3.05625010E+00
+5.78000E-03,+1.90625000E+00,+3.20624995E+00,+2.77500010E+00
+5.79000E-03,+1.71875000E+00,+3.08124995E+00,+2.49375010E+00
+5.80000E-03,+1.65625000E+00,+2.89374995E+00,+2.24375010E+00
+5.81000E-03,+1.56250000E+00,+2.67499995E+00,+1.96250010E+00
+5.82000E-03,+1.53125000E+00,+2.42499995E+00,+1.71250010E+00
+5.83000E-03,+1.50000000E+00,+2.20624995E+00,+1.55625010E+00
+5.84000E-03,+1.56250000E+00,+1.98749995E+00,+1.33750010E+00
+5.85000E-03,+1.68750000E+00,+1.83124995E+00,+1.24375010E+00
+5.86000E-03,+1.87500000E+00,+1.64374995E+00,+1.24375010E+00
+5.87000E-03,+2.03125000E+00,+1.54999995E+00,+1.24375010E+00
+5.88000E-03,+2.21875000E+00,+1.45624995E+00,+1.33750010E+00
+5.89000E-03,+2.50000000E+00,+1.45624995E+00,+1.46250010E+00
+5.90000E-03,+2.65625000E+00,+1.51874995E+00,+1.68125010E+00
+5.91000E-03,+2.84375000E+00,+1.54999995E+00,+1.96250010E+00
+5.92000E-03,+3.03125000E+00,+1.70624995E+00,+2.24375010E+00
+5.93000E-03,+3.18750000E+00,+1.89374995E+00,+2.52500010E+00
+5.94000E-03,+3.28125000E+00,+2.11249995E+00,+2.80625010E+00
+5.95000E-03,+3.31250000E+00,+2.33124995E+00,+3.05625010E+00
+5.96000E-03,+3.31250000E+00,+2.51874995E+00,+3.27500010E+00
+5.97000E-03,+3.31250000E+00,+2.73749995E+00,+3.46250010E+00
+5.98000E-03,+3.18750000E+00,+2.95624995E+00,+3.58750010E+00
+5.99000E-03,+3.03125000E+00,+3.17499995E+00,+3.65000010E+00
+6.00000E-03,+2.78125000E+00,+3.29999995E+00,+3.65000010E+00
+6.01000E-03,+2.62500000E+00,+3.39374995E+00,+3.58750010E+00
+6.02000E-03,+2.40625000E+00,+3.39374995E+00,+3.40000010E+00
+6.03000E-03,+2.18750000E+00,+3.39374995E+00,+3.24375010E+00
+6.04000E-03,+1.90625000E+00,+3.26874995E+00,+2.96250010E+00
+6.05000E-03,+1.75000000E+00,+3.17499995E+00,+2.74375010E+00
+6.06000E-03,+1.62500000E+00,+2.98749995E+00,+2.43125010E+00
+6.07000E-03,+1.56250000E+00,+2.79999995E+00,+2.15000010E+00
+6.08000E-03,+1.50000000E+00,+2.58124995E+00,+1.93125010E+00
+6.09000E-03,+1.50000000E+00,+2.36249995E+00,+1.61875010E+00
+6.10000E-03,+1.62500000E+00,+2.11249995E+00,+1.46250010E+00
+6.11000E-03,+1.71875000E+00,+1.98749995E+00,+1.36875010E+00
+6.12000E-03,+1.87500000E+00,+1.70624995E+00,+1.33750010E+00
+6.13000E-03,+2.09375000E+00,+1.64374995E+00,+1.30625010E+00
+6.14000E-03,+2.28125000E+00,+1.51874995E+00,+1.36875010E+00
+6.15000E-03,+2.53125000E+00,+1.51874995E+00,+1.52500010E+00
+6.16000E-03,+2.78125000E+00,+1.54999995E+00,+1.71250010E+00
+6.17000E-03,+2.96875000E+00,+1.61249995E+00,+1.96250010E+00
+6.18000E-03,+3.12500000E+00,+1.76874995E+00,+2.24375010E+00
+6.19000E-03,+3.28125000E+00,+1.95624995E+00,+2.55625010E+00
+6.20000E-03,+3.31250000E+00,+2.14374995E+00,+2.80625010E+00
+6.21000E-03,+3.31250000E+00,+2.36249995E+00,+3.05625010E+00
+6.22000E-03,+3.31250000E+00,+2.58124995E+00,+3.30625010E+00
+6.23000E-03,+3.18750000E+00,+2.79999995E+00,+3.46250010E+00
+6.24000E-03,+3.00000000E+00,+2.98749995E+00,+3.55625010E+00
+6.25000E-03,+2.81250000E+00,+3.14374995E+00,+3.58750010E+00
+6.26000E-03,+2.65625000E+00,+3.23749995E+00,+3.49375010E+00
+6.27000E-03,+2.40625000E+00,+3.33124995E+00,+3.43125010E+00
+6.28000E-03,+2.15625000E+00,+3.29999995E+00,+3.27500010E+00
+6.29000E-03,+1.93750000E+00,+3.26874995E+00,+3.02500010E+00
+6.30000E-03,+1.75000000E+00,+3.14374995E+00,+2.74375010E+00
+6.31000E-03,+1.62500000E+00,+2.98749995E+00,+2.46250010E+00
+6.32000E-03,+1.56250000E+00,+2.79999995E+00,+2.15000010E+00
